"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","IRL","Ireland","NBR","Number","0","Units",,,4,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","IRL","Ireland","NBR","Number","0","Units",,,5,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","IRL","Ireland","PC","Percentage","0","Units",,,17.857,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","IRL","Ireland","PC","Percentage","0","Units",,,33.333,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","ITA","Italy","NBR","Number","0","Units",,,173,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","ITA","Italy","NBR","Number","0","Units",,,76,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","ITA","Italy","NBR","Number","0","Units",,,97,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","ITA","Italy","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","ITA","Italy","NBR","Number","0","Units",,,11,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","ITA","Italy","NBR","Number","0","Units",,,8,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","ITA","Italy","NBR","Number","0","Units",,,25,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","ITA","Italy","PC","Percentage","0","Units",,,25.773,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","JPN","Japan","NBR","Number","0","Units",,,400,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","JPN","Japan","NBR","Number","0","Units",,,54,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","JPN","Japan","NBR","Number","0","Units",,,69,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","JPN","Japan","NBR","Number","0","Units",,,44,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","JPN","Japan","NBR","Number","0","Units",,,167,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","JPN","Japan","PC","Percentage","0","Units",,,41.75,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,1272,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,13,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,13,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,9,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,9,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,26,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,26,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","KOR","Korea","PC","Percentage","0","Units",,,2.044,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,43,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,43,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,27,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,27,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,8,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,8,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,12,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,12,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,8,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","LUX","Luxembourg","NBR","Number","0","Units",,,12,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","NBR","Number","0","Units",,,12,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","LUX","Luxembourg","PC","Percentage","0","Units",,,27.907,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","LUX","Luxembourg","PC","Percentage","0","Units",,,27.907,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","LUX","Luxembourg","PC","Percentage","0","Units",,,44.444,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","LUX","Luxembourg","PC","Percentage","0","Units",,,44.444,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","MEX","Mexico","NBR","Number","0","Units",,,2763,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","MEX","Mexico","NBR","Number","0","Units",,,81,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","MEX","Mexico","NBR","Number","0","Units",,,13,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","MEX","Mexico","NBR","Number","0","Units",,,80,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","MEX","Mexico","NBR","Number","0","Units",,,174,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","MEX","Mexico","PC","Percentage","0","Units",,,6.298,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,97,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,57,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,40,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,97,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,57,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,40,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,5,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,14,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,23,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,13,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,5,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,14,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,10,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","NLD","Netherlands","NBR","Number","0","Units",,,23,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","NLD","Netherlands","NBR","Number","0","Units",,,10,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","NLD","Netherlands","NBR","Number","0","Units",,,13,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","NLD","Netherlands","PC","Percentage","0","Units",,,23.711,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","NLD","Netherlands","PC","Percentage","0","Units",,,17.544,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","NLD","Netherlands","PC","Percentage","0","Units",,,32.5,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","NLD","Netherlands","PC","Percentage","0","Units",,,23.711,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","NLD","Netherlands","PC","Percentage","0","Units",,,17.544,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","NLD","Netherlands","PC","Percentage","0","Units",,,32.5,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","NZL","New Zealand","NBR","Number","0","Units",,,76,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","NZL","New Zealand","NBR","Number","0","Units",,,56,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","NZL","New Zealand","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","NZL","New Zealand","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","NZL","New Zealand","NBR","Number","0","Units",,,10,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","NZL","New Zealand","NBR","Number","0","Units",,,21,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","NZL","New Zealand","PC","Percentage","0","Units",,,37.5,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,312,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,285,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","NOR","Norway","NBR","Number","0","Units",,,47,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,196,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,164,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","NOR","Norway","NBR","Number","0","Units",,,32,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,4,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,7,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,7,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,2,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","NOR","Norway","NBR","Number","0","Units",,,7,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","NOR","Norway","NBR","Number","0","Units",,,7,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","NOR","Norway","PC","Percentage","0","Units",,,2.244,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","NOR","Norway","PC","Percentage","0","Units",,,2.456,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","NOR","Norway","PC","Percentage","0","Units",,,3.571,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","NOR","Norway","PC","Percentage","0","Units",,,4.268,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,138,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","POL","Poland","NBR","Number","0","Units",,,50,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,70,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,104,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","POL","Poland","NBR","Number","0","Units",,,49,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,65,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,15,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","POL","Poland","NBR","Number","0","Units",,,9,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,14,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,29,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","POL","Poland","NBR","Number","0","Units",,,9,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,24,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,15,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","POL","Poland","NBR","Number","0","Units",,,9,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,7,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,7,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,14,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","POL","Poland","NBR","Number","0","Units",,,29,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","POL","Poland","NBR","Number","0","Units",,,9,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","POL","Poland","NBR","Number","0","Units",,,24,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","POL","Poland","PC","Percentage","0","Units",,,21.014,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","POL","Poland","PC","Percentage","0","Units",,,18,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","POL","Poland","PC","Percentage","0","Units",,,34.286,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","POL","Poland","PC","Percentage","0","Units",,,27.885,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","POL","Poland","PC","Percentage","0","Units",,,18.367,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","POL","Poland","PC","Percentage","0","Units",,,36.923,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,35,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,10,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,8,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,22,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,10,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,4,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","PRT","Portugal","NBR","Number","0","Units",,,22,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","PRT","Portugal","PC","Percentage","0","Units",,,33.846,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","PRT","Portugal","PC","Percentage","0","Units",,,62.857,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,79,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,63,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,12,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,6,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","NBR","Number","0","Units",,,12,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","PC","Percentage","0","Units",,,15.19,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","SVK","Slovak Republic","PC","Percentage","0","Units",,,19.048,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,85,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,13,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,11,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,31,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,55,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,13,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,11,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,31,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","ESP","Spain","NBR","Number","0","Units",,,55,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","ESP","Spain","PC","Percentage","0","Units",,,64.706,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,141,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,141,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,8,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,20,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,8,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","SWE","Sweden","NBR","Number","0","Units",,,20,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","SWE","Sweden","PC","Percentage","0","Units",,,14.184,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","SWE","Sweden","PC","Percentage","0","Units",,,14.184,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,70,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,70,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,55,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,55,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,5,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,24,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,24,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","CHE","Switzerland","PC","Percentage","0","Units",,,43.636,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","CHE","Switzerland","PC","Percentage","0","Units",,,43.636,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","TUR","Turkey","NBR","Number","0","Units",,,716,,
